address.administrative_area,address.country,address.locality,address.postal_code,address.street,field_office.address.administrative_area,field_office.address.country,field_office.address.locality,field_office.address.postal_code,field_office.address.street,field_office.aor,field_office.email,field_office.field_office,field_office.id,field_office.name,field_office.phone,facility_type.id,facility_type.description,facility_type.expanded_name,inspection.last_type,inspection.last_date,inspection.last_rating,image_url,osm.latitude,osm.longitude,osm.url,name,page_updated_date,phone,population.avg_stay_length,population.female.allowed,population.female.criminal,population.female.non_criminal,population.male.allowed,population.male.criminal,population.male.non_criminal,population.housing.mandatory,population.housing.guaranteed_min,population.ice_threat_level.level_1,population.ice_threat_level.level_2,population.ice_threat_level.level_3,population.ice_threat_level.none,population.security_threat.low,population.security_threat.medium_low,population.security_threat.medium_high,population.security_threat.high,population.total,wikipedia.page_url,wikidata.page_url
GA,United States,Atlanta,30315,601 MCDONOUGH BOULEVARD SE,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons,"",,"",https://www.ice.gov/sites/default/files/2025-05/detFac_FCIAtlanta.jpg,33.7544657,-84.3898151,https://www.openstreetmap.org/?mlat=33.7544657&mlon=-84.3898151&zoom=15,ATLANTA US PEN,2025-05-29T03:09:16.000000+0000,"",17.5737282678686,true,0.0386904761904762,0.0416666666666667,true,30.6755952380952,55.6696428571427,58.9017857142856,0,0.601190476190476,0.741071428571429,1.00297619047619,84.080357142857,30.7827380952381,37.860119047619,13.2767857142857,4.50595238095238,86.42559523809506,https://en.wikipedia.org/wiki/Federal_Correctional_Institution%2C_Atlanta,""
NH,United States,Berlin,03570,1 SUCCESS LOOP DR,MA,United States,Burlington,01803,1000 District Avenue,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Boston.Outreach@ice.dhs.gov,Boston Field Office,BOS,Burlington - ERO,(781) 359-7500,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons,"",,"",https://www.ice.gov/sites/default/files/2025-04/fci-berlin.png,44.4696602,-71.1810703,https://www.openstreetmap.org/?mlat=44.4696602&mlon=-71.1810703&zoom=15,BERLIN FED. CORR. INST.,2025-05-06T04:26:41.000000+0000,"",46.8209459459459,false,0.19047619047619,0.142857142857143,true,30.9494047619047,98.5,78.485119047619,0,7.55654761904762,1.95238095238095,5.93154761904762,114.342261904762,75.8839285714285,10.1160714285714,21.2678571428571,22.5148809523809,129.78273809523805,"",""
NY,United States,Brooklyn,11232,100 29th Street,NY,United States,New York,10278,"26 Federal Plaza 9th Floor, Suite 9-110","The five boroughs (counties of NYC) and the following counties: Duchess, Nassau, Putnam, Suffolk, Sullivan, Orange, Rockland, Ulster, and Westchester",NewYork.Outreach@ice.dhs.gov,New York City Field Office,NYC,New York - ERO,(212) 436-9315,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons,"",,"",https://www.ice.gov/sites/default/files/2025-06/detFacMDC_Brooklyn.jpg,40.6526006,-73.9497211,https://www.openstreetmap.org/?mlat=40.6526006&mlon=-73.9497211&zoom=15,BROOKLYN MDC,2025-07-03T05:38:59.000000+0000,"",21.9870967741935,true,0.220238095238095,0.056547619047619,true,5.22023809523809,16.7440476190476,12.2797619047619,0,0.392857142857143,0.738095238095238,1.8125,19.2976190476191,19.0505952380952,2.97619047619048,0.145833333333333,0.068452380952381,22.241071428571402,https://en.wikipedia.org/wiki/Metropolitan_Detention_Center%2C_Brooklyn,""
HI,United States,Honolulu,96819,351 ELLIOTT ST,CA,United States,San Francisco,94111,630 Sansome Street Rm 590,"Northern California, Hawaii, Guam, Saipan",SanFrancisco.Outreach@ice.dhs.gov,San Francisco Field Office,SFR,San Francisco - ERO,(415) 365-8800,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons,"",,"",https://www.ice.gov/assets/pages/detention/facilities/honolulu.png,21.3045470,-157.8556760,https://www.openstreetmap.org/?mlat=21.3045470&mlon=-157.8556760&zoom=15,HONOLULU FEDERAL DETENTION CENTER,2025-02-10T11:03:47.000000+0000,"",42.6776315789474,true,0.571428571428571,5.77083333333333,true,21.3065476190476,19.0833333333333,34.8303571428571,0,10.9732142857143,5.39285714285714,3.36309523809524,27.0029761904762,9.42857142857142,16.3690476190476,17.2291666666667,3.70535714285715,46.7321428571428,https://en.wikipedia.org/wiki/Federal_Detention_Center%2C_Honolulu,""
KS,United States,Leavenworth,66048,1300 METROPOLITAN AVE,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons,"",,"",https://www.ice.gov/sites/default/files/2025-08/detFacLeavenworth.jpg,39.3113257,-94.9227590,https://www.openstreetmap.org/?mlat=39.3113257&mlon=-94.9227590&zoom=15,LEAVENWORTH US PENITENTIARY,2025-08-20T04:03:43.000000+0000,"",28.28515625,false,0.0,0.0,true,26.5922619047619,12.6160714285714,38.2857142857143,0,10.4404761904762,2.63690476190476,2.74702380952381,23.3839285714286,12.9404761904762,5.0,8.85119047619048,12.4166666666667,39.2083333333333,https://en.wikipedia.org/wiki/Federal_Correctional_Institution%2C_Leavenworth,""
FL,United States,Miami,33132,33 NE 4th Street,FL,United States,Plantation,33324,865 SW 78th Avenue Suite 101,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miami Field Office,MIA,Plantation - ERO,(954) 236-4900,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons,"",,"",https://www.ice.gov/sites/default/files/2025-04/MIM_lrg.jpg,25.7741728,-80.1936200,https://www.openstreetmap.org/?mlat=25.7741728&mlon=-80.1936200&zoom=15,MIAMI FEDERAL DETENTION,2025-05-06T04:26:34.000000+0000,"",38.4887218045113,true,0.455357142857143,0.0238095238095238,true,123.002976190476,106.642857142857,138.732142857143,0,28.1904761904762,10.8482142857143,7.37797619047619,183.708333333334,18.9880952380952,9.2827380952381,125.497023809524,76.3571428571428,230.12499999999966,https://en.wikipedia.org/wiki/Federal_Detention_Center%2C_Miami,""
PA,United States,Philadelphia,19106,700 ARCH ST,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,Philadelphia Field Office,PHI,Philadelphia - ERO,(215) 656-7164,BOP,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons,"",,"",https://www.ice.gov/sites/default/files/images/PHL_lrg.jpg,39.9527237,-75.1635262,https://www.openstreetmap.org/?mlat=39.9527237&mlon=-75.1635262&zoom=15,FDC PHILADELPHIA,2025-05-06T04:24:22.000000+0000,"",10.0453020134228,true,0.0,0.0714285714285714,true,22.1190476190476,38.7857142857144,39.1904761904762,0,2.32738095238095,1.00595238095238,0.544642857142857,57.0982142857143,35.125,7.9702380952381,8.13095238095239,9.75,60.97619047619057,https://en.wikipedia.org/wiki/Federal_Detention_Center%2C_Philadelphia,""
KY,"",PARIS,40361,BOURBON CO COURTHOUSE MAIN STREET,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,,,,"",38.2097987,-84.2529869,https://www.openstreetmap.org/?mlat=38.2097987&mlon=-84.2529869&zoom=15,BOURBON CO DET CENTER,,"",4.60509554140127,false,0.0297619047619048,0.211309523809524,false,0.714285714285714,1.26488095238095,1.79166666666667,,0.00297619047619048,0.0,0.0,2.21726190476191,1.40178571428571,0.255952380952381,0.258928571428571,0.303571428571429,2.220238095238093,"",""
FL,"",FT.LAUDERDALE,33301,555 SE 1ST AVENUE,FL,United States,Plantation,33324,865 SW 78th Avenue Suite 101,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miami Field Office,MIA,Plantation - ERO,(954) 236-4900,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,,,,"",26.1223084,-80.1433786,https://www.openstreetmap.org/?mlat=26.1223084&mlon=-80.1433786&zoom=15,BROWARD COUNTY JAIL,,"",1.04651162790698,true,0.0505952380952381,0.211309523809524,true,0.389880952380952,1.08333333333333,0.940476190476188,,0.0,0.0,0.0,1.73511904761904,0.502976190476189,0.273809523809524,0.645833333333332,0.3125,1.7351190476190441,https://en.wikipedia.org/wiki/Sean_Kingston,""
TX,"",FALFURRIAS,78355,901 COUNTY ROAD 201,TX,United States,Harlingen,78552,1717 Zoy Street,South Texas,Harlingen.Outreach@ice.dhs.gov,Harlingen Field Office,HLG,Harlingen - ERO,(956) 389-7884,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,,2025-04-04,Pass,"",27.2247328,-98.1462397,https://www.openstreetmap.org/?mlat=27.2247328&mlon=-98.1462397&zoom=15,BROOKS COUNTY DETENTION CENTER,,"",6.05844155844156,true,0.0,0.0,true,0.842261904761904,2.58630952380952,2.80952380952381,,0.154761904761905,0.116071428571429,0.163690476190476,2.99404761904762,1.91666666666667,0.898809523809524,0.425595238095238,0.1875,3.4285714285714244,https://en.wikipedia.org/wiki/Immigration_detention,""
NY,"",BINGHAMPTON,13905,897 FRONT STREET,NY,United States,Buffalo,14202,"250 Delaware Avenue, Floor 7",Upstate New York,Buffalo.Outreach@ice.dhs.gov,Buffalo Field Office,BUF,Buffalo - ERO,(716) 464-5800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,,,,"",38.89511,-77.03637,"",BROOME COUNTY JAIL,,"",8.10240963855422,true,0.0,0.0416666666666667,true,1.21130952380952,7.56547619047619,4.96726190476191,,0.0,0.44047619047619,0.470238095238095,7.90773809523809,7.94047619047619,0.330357142857143,0.43452380952381,0.113095238095238,8.818452380952376,https://en.wikipedia.org/wiki/Ludlow_Street_Jail,""
NY,United States,Batavia,14020,4250 Federal Drive,NY,United States,Buffalo,14202,"250 Delaware Avenue, Floor 7",Upstate New York,Buffalo.Outreach@ice.dhs.gov,Buffalo Field Office,BUF,Buffalo - ERO,(716) 464-5800,SPC,A facility owned by the government and staffed by a combination of federal and contract employees.,Service Processing Center,Office of Detention Oversight,2024-10-31,Pass,https://www.ice.gov/sites/default/files/images/detention/btv.jpg,42.9980144,-78.1875515,https://www.openstreetmap.org/?mlat=42.9980144&mlon=-78.1875515&zoom=15,BUFFALO SERVICE PROCESSING CENTER,2025-09-05T03:44:38.000000+0000,"",47.3945398502862,false,0.0,0.0744047619047619,true,249.235119047619,383.642857142857,449.699404761906,400,86.2708333333333,17.1964285714286,19.2291666666667,510.255952380953,324.65178571429,52.6279761904762,123.059523809524,132.613095238095,632.9523809523808,https://en.wikipedia.org/wiki/United_States_Postal_Service,""
ND,"",BISMARCK,58502,PO BOX 1416,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,,,,"",46.8083270,-100.7837390,https://www.openstreetmap.org/?mlat=46.8083270&mlon=-100.7837390&zoom=15,BURLEIGH COUNTY,,"",19.6,true,0.0,0.732142857142857,true,1.58333333333333,3.3452380952381,3.82440476190476,,0.0446428571428571,0.776785714285714,0.12797619047619,4.71130952380952,2.78571428571429,1.82142857142857,0.785714285714286,0.267857142857143,5.6607142857142865,"",https://www.wikidata.org/wiki/Q4999114
OH,United States,Hamilton,45011,705 Hanover Street,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,,Pass,https://www.ice.gov/sites/default/files/images/detFacButler.png,39.3995067,-84.5613428,https://www.openstreetmap.org/?mlat=39.3995067&mlon=-84.5613428&zoom=15,BUTLER COUNTY JAIL,2025-05-15T03:19:46.000000+0000,"",28.500872600349,true,1.87202380952381,12.8630952380952,true,34.9523809523809,100.782738095238,110.571428571429,0,4.52083333333333,5.66071428571429,9.54761904761905,130.741071428571,93.8184523809523,23.5,25.5386904761905,7.61309523809524,150.4702380952379,https://en.wikipedia.org/wiki/Gotti_%282018_film%29,""
CA,United States,Bakersfield,93301,425 Golden State Ave,CA,United States,San Francisco,94111,630 Sansome Street Rm 590,"Northern California, Hawaii, Guam, Saipan",SanFrancisco.Outreach@ice.dhs.gov,San Francisco Field Office,SFR,San Francisco - ERO,(415) 365-8800,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2025-04-17,Pass,https://www.ice.gov/sites/default/files/images/detention/dfMesaVerde.jpg,35.3738712,-119.0194630,https://www.openstreetmap.org/?mlat=35.3738712&mlon=-119.0194630&zoom=15,MESA VERDE ICE PROCESSING CENTER,2025-09-05T06:34:21.000000+0000,"",56.5254237288136,true,2.77678571428571,17.9970238095238,true,67.9226190476191,38.9791666666667,81.2142857142857,320,33.4315476190476,5.32738095238095,3.00595238095238,85.9107142857144,51.735119047619,12.0297619047619,22.3154761904762,41.5952380952381,127.6755952380953,https://en.wikipedia.org/wiki/Incarceration_in_California,""
CA,United States,California City,93505,22844 Virginia Boulevard,CA,United States,San Francisco,94111,630 Sansome Street Rm 590,"Northern California, Hawaii, Guam, Saipan",SanFrancisco.Outreach@ice.dhs.gov,San Francisco Field Office,SFR,San Francisco - ERO,(415) 365-8800,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,"",2025-04-18,Pass,https://www.ice.gov/sites/default/files/2025-08/detFacCalifCity.png,35.1259261,-117.9598680,https://www.openstreetmap.org/?mlat=35.1259261&mlon=-117.9598680&zoom=15,CALIFORNIA CITY CORRECTIONAL CENTER,2025-09-05T06:34:54.000000+0000,"",1.0,true,0.0,0.0,true,0.321428571428571,1.05654761904762,0.461309523809524,0,0.142857142857143,0.0267857142857143,0.151785714285714,1.05654761904762,0.976190476190474,0.12202380952381,0.136904761904762,0.142857142857143,1.377976190476191,https://en.wikipedia.org/wiki/California_City_Correctional_Facility,https://www.wikidata.org/wiki/Q27987118
