address.administrative_area,address.country,address.locality,address.postal_code,address.street,field_office.name,field_office.field_office,field_office.id,field_office.address.administrative_area,field_office.address.country,field_office.address.locality,field_office.address.postal_code,field_office.address.street,field_office.aor,field_office.email,field_office.phone,image_url,name,phone,wikipedia.page_url,wikidata.page_url,osm.url,osm.latitude,osm.longitude,page_updated_date,population.male.allowed,population.male.criminal,population.male.non_criminal,population.female.allowed,population.female.criminal,population.female.non_criminal,population.ice_threat_level.level_1,population.ice_threat_level.level_2,population.ice_threat_level.level_3,population.ice_threat_level.none,facility_type.id,facility_type.housing.mandatory,facility_type.housing.guaranteed_min,facility_type.description,facility_type.expanded_name,inspection.last_date,inspection.last_rating,avg_stay_length
GA,United States,Atlanta,30315,601 MCDONOUGH BOULEVARD SE,Atlanta - ERO,Atlanta Field Office,ATL,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"",Atlanta.Outreach@ice.dhs.gov,(404) 893-1290,https://www.ice.gov/sites/default/files/2025-05/detFac_FCIAtlanta.jpg,ATLANTA US PEN,"",https://en.wikipedia.org/wiki/Federal_Correctional_Institution%2C_Atlanta,"",https://www.openstreetmap.org/?mlat=33.7544657&mlon=-84.3898151&zoom=15,33.7544657,-84.3898151,2025-05-29T03:09:16.000000+0000,true,30.6755952380952,55.6696428571427,true,0.0386904761904762,0.0416666666666667,0.601190476190476,0.741071428571429,1.00297619047619,84.080357142857,BOP,58.9017857142856,0,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons,,"",17.5737282678686
NH,United States,Berlin,03570,1 SUCCESS LOOP DR,Burlington - ERO,Boston Field Office,BOS,MA,United States,Burlington,01803,1000 District Avenue,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Boston.Outreach@ice.dhs.gov,(781) 359-7500,https://www.ice.gov/sites/default/files/2025-04/fci-berlin.png,BERLIN FED. CORR. INST.,"","","",https://www.openstreetmap.org/?mlat=44.4696602&mlon=-71.1810703&zoom=15,44.4696602,-71.1810703,2025-05-06T04:26:41.000000+0000,true,30.9494047619047,98.5,false,0.19047619047619,0.142857142857143,7.55654761904762,1.95238095238095,5.93154761904762,114.342261904762,BOP,78.485119047619,0,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons,,"",46.8209459459459
NY,United States,Brooklyn,11232,100 29th Street,New York - ERO,New York City Field Office,NYC,NY,United States,New York,10278,"26 Federal Plaza 9th Floor, Suite 9-110","",NewYork.Outreach@ice.dhs.gov,(212) 436-9315,https://www.ice.gov/sites/default/files/2025-06/detFacMDC_Brooklyn.jpg,BROOKLYN MDC,"",https://en.wikipedia.org/wiki/Metropolitan_Detention_Center%2C_Brooklyn,"",https://www.openstreetmap.org/?mlat=40.6526006&mlon=-73.9497211&zoom=15,40.6526006,-73.9497211,2025-07-03T05:38:59.000000+0000,true,5.22023809523809,16.7440476190476,true,0.220238095238095,0.056547619047619,0.392857142857143,0.738095238095238,1.8125,19.2976190476191,BOP,12.2797619047619,0,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons,,"",21.9870967741935
HI,United States,Honolulu,96819,351 ELLIOTT ST,San Francisco - ERO,San Francisco Field Office,SFR,CA,United States,San Francisco,94111,630 Sansome Street Rm 590,"Northern California, Hawaii, Guam, Saipan",SanFrancisco.Outreach@ice.dhs.gov,(415) 365-8800,https://www.ice.gov/assets/pages/detention/facilities/honolulu.png,HONOLULU FEDERAL DETENTION CENTER,"",https://en.wikipedia.org/wiki/Federal_Detention_Center%2C_Honolulu,"",https://www.openstreetmap.org/?mlat=21.3045470&mlon=-157.8556760&zoom=15,21.3045470,-157.8556760,2025-02-10T11:03:47.000000+0000,true,21.3065476190476,19.0833333333333,true,0.571428571428571,5.77083333333333,10.9732142857143,5.39285714285714,3.36309523809524,27.0029761904762,BOP,34.8303571428571,0,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons,,"",42.6776315789474
KS,United States,Leavenworth,66048,1300 METROPOLITAN AVE,Chicago - ERO,Chicago Field Office,CHI,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,(872) 351-3990,https://www.ice.gov/sites/default/files/2025-08/detFacLeavenworth.jpg,LEAVENWORTH US PENITENTIARY,"",https://en.wikipedia.org/wiki/Federal_Correctional_Institution%2C_Leavenworth,"",https://www.openstreetmap.org/?mlat=39.3113257&mlon=-94.9227590&zoom=15,39.3113257,-94.9227590,2025-08-20T04:03:43.000000+0000,true,26.5922619047619,12.6160714285714,false,0.0,0.0,10.4404761904762,2.63690476190476,2.74702380952381,23.3839285714286,BOP,38.2857142857143,0,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons,,"",28.28515625
FL,United States,Miami,33132,33 NE 4th Street,Plantation - ERO,Miami Field Office,MIA,FL,United States,Plantation,33324,865 SW 78th Avenue Suite 101,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,(954) 236-4900,https://www.ice.gov/sites/default/files/2025-04/MIM_lrg.jpg,MIAMI FEDERAL DETENTION,"",https://en.wikipedia.org/wiki/Federal_Detention_Center%2C_Miami,"",https://www.openstreetmap.org/?mlat=25.7741728&mlon=-80.1936200&zoom=15,25.7741728,-80.1936200,2025-05-06T04:26:34.000000+0000,true,123.002976190476,106.642857142857,true,0.455357142857143,0.0238095238095238,28.1904761904762,10.8482142857143,7.37797619047619,183.708333333334,BOP,138.732142857143,0,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons,,"",38.4887218045113
PA,United States,Philadelphia,19106,700 ARCH ST,Philadelphia - ERO,Philadelphia Field Office,PHI,PA,United States,Philadelphia,19107,114 North 8th Street,"Delaware, Pennsylvania, West Virginia",Philadelphia.Outreach@ice.dhs.gov,(215) 656-7164,https://www.ice.gov/sites/default/files/images/PHL_lrg.jpg,FDC PHILADELPHIA,"",https://en.wikipedia.org/wiki/Federal_Detention_Center%2C_Philadelphia,"",https://www.openstreetmap.org/?mlat=39.9527237&mlon=-75.1635262&zoom=15,39.9527237,-75.1635262,2025-05-06T04:24:22.000000+0000,true,22.1190476190476,38.7857142857144,true,0.0,0.0714285714285714,2.32738095238095,1.00595238095238,0.544642857142857,57.0982142857143,BOP,39.1904761904762,0,A facility operated by the Federal Bureau of Prisons,Federal Bureau of Prisons,,"",10.0453020134228
KY,"",PARIS,40361,BOURBON CO COURTHOUSE MAIN STREET,Chicago - ERO,Chicago Field Office,CHI,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,(872) 351-3990,"",BOURBON CO DET CENTER,"","","",https://www.openstreetmap.org/?mlat=38.2097987&mlon=-84.2529869&zoom=15,38.2097987,-84.2529869,,false,0.714285714285714,1.26488095238095,false,0.0297619047619048,0.211309523809524,0.00297619047619048,0.0,0.0,2.21726190476191,USMS IGA,1.79166666666667,,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,,,4.60509554140127
FL,"",FT.LAUDERDALE,33301,555 SE 1ST AVENUE,Plantation - ERO,Miami Field Office,MIA,FL,United States,Plantation,33324,865 SW 78th Avenue Suite 101,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,(954) 236-4900,"",BROWARD COUNTY JAIL,"",https://en.wikipedia.org/wiki/XXXTentacion,"",https://www.openstreetmap.org/?mlat=26.1223084&mlon=-80.1433786&zoom=15,26.1223084,-80.1433786,,true,0.389880952380952,1.08333333333333,true,0.0505952380952381,0.211309523809524,0.0,0.0,0.0,1.73511904761904,IGSA,0.940476190476188,,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Inter-governmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,,,1.04651162790698
TX,"",FALFURRIAS,78355,901 COUNTY ROAD 201,Harlingen - ERO,Harlingen Field Office,HLG,TX,United States,Harlingen,78552,1717 Zoy Street,"",Harlingen.Outreach@ice.dhs.gov,(956) 389-7884,"",BROOKS COUNTY DETENTION CENTER,"",https://en.wikipedia.org/wiki/Immigration_detention,"",https://www.openstreetmap.org/?mlat=27.2247328&mlon=-98.1462397&zoom=15,27.2247328,-98.1462397,,true,0.842261904761904,2.58630952380952,true,0.0,0.0,0.154761904761905,0.116071428571429,0.163690476190476,2.99404761904762,USMS IGA,2.80952380952381,,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,2025-04-04,Pass,6.05844155844156
NY,"",BINGHAMPTON,13905,897 FRONT STREET,Buffalo - ERO,Buffalo Field Office,BUF,NY,United States,Buffalo,14202,"250 Delaware Avenue, Floor 7",Upstate New York,Buffalo.Outreach@ice.dhs.gov,(716) 464-5800,"",BROOME COUNTY JAIL,"",https://en.wikipedia.org/wiki/Ludlow_Street_Jail,"","",38.89511,-77.03637,,true,1.21130952380952,7.56547619047619,true,0.0,0.0416666666666667,0.0,0.44047619047619,0.470238095238095,7.90773809523809,IGSA,4.96726190476191,,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Inter-governmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,,,8.10240963855422
NY,United States,Batavia,14020,4250 Federal Drive,Buffalo - ERO,Buffalo Field Office,BUF,NY,United States,Buffalo,14202,"250 Delaware Avenue, Floor 7",Upstate New York,Buffalo.Outreach@ice.dhs.gov,(716) 464-5800,https://www.ice.gov/sites/default/files/images/detention/btv.jpg,BUFFALO SERVICE PROCESSING CENTER,"",https://en.wikipedia.org/wiki/United_States_Postal_Service,"",https://www.openstreetmap.org/?mlat=42.9980144&mlon=-78.1875515&zoom=15,42.9980144,-78.1875515,2025-09-05T03:44:38.000000+0000,true,249.235119047619,383.642857142857,false,0.0,0.0744047619047619,86.2708333333333,17.1964285714286,19.2291666666667,510.255952380953,SPC,449.699404761906,400,A facility owned by the government and staffed by a combination of federal and contract employees.,Service Processing Center,2024-10-31,Pass,47.3945398502862
ND,"",BISMARCK,58502,PO BOX 1416,Fort Snelling - ERO,St Paul Field Office,SPM,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,(612) 843-8600,"",BURLEIGH COUNTY,"","",https://www.wikidata.org/wiki/Q4999114,https://www.openstreetmap.org/?mlat=46.8083270&mlon=-100.7837390&zoom=15,46.8083270,-100.7837390,,true,1.58333333333333,3.3452380952381,true,0.0,0.732142857142857,0.0446428571428571,0.776785714285714,0.12797619047619,4.71130952380952,USMS IGA,3.82440476190476,,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,,,19.6
OH,United States,Hamilton,45011,705 Hanover Street,Detroit - ERO,Detroit Field Office,DET,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,(313) 771-6601,https://www.ice.gov/sites/default/files/images/detFacButler.png,BUTLER COUNTY JAIL,"",https://en.wikipedia.org/wiki/Gotti_%282018_film%29,"",https://www.openstreetmap.org/?mlat=39.3995067&mlon=-84.5613428&zoom=15,39.3995067,-84.5613428,2025-05-15T03:19:46.000000+0000,true,34.9523809523809,100.782738095238,true,1.87202380952381,12.8630952380952,4.52083333333333,5.66071428571429,9.54761904761905,130.741071428571,USMS IGA,110.571428571429,0,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshal Service contract.,United States Marshal Service Intergovernmental Agreement,,Pass,28.500872600349
CA,United States,Bakersfield,93301,425 Golden State Ave,San Francisco - ERO,San Francisco Field Office,SFR,CA,United States,San Francisco,94111,630 Sansome Street Rm 590,"Northern California, Hawaii, Guam, Saipan",SanFrancisco.Outreach@ice.dhs.gov,(415) 365-8800,https://www.ice.gov/sites/default/files/images/detention/dfMesaVerde.jpg,MESA VERDE ICE PROCESSING CENTER,"",https://en.wikipedia.org/wiki/Incarceration_in_California,"",https://www.openstreetmap.org/?mlat=35.3738712&mlon=-119.0194630&zoom=15,35.3738712,-119.0194630,2025-09-05T06:34:21.000000+0000,true,67.9226190476191,38.9791666666667,true,2.77678571428571,17.9970238095238,33.4315476190476,5.32738095238095,3.00595238095238,85.9107142857144,CDF,81.2142857142857,320,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,2025-04-17,Pass,56.5254237288136
CA,United States,California City,93505,22844 Virginia Boulevard,San Francisco - ERO,San Francisco Field Office,SFR,CA,United States,San Francisco,94111,630 Sansome Street Rm 590,"Northern California, Hawaii, Guam, Saipan",SanFrancisco.Outreach@ice.dhs.gov,(415) 365-8800,https://www.ice.gov/sites/default/files/2025-08/detFacCalifCity.png,CALIFORNIA CITY CORRECTIONAL CENTER,"",https://en.wikipedia.org/wiki/California_City_Correctional_Facility,https://www.wikidata.org/wiki/Q27987118,https://www.openstreetmap.org/?mlat=35.1259261&mlon=-117.9598680&zoom=15,35.1259261,-117.9598680,2025-09-05T06:34:54.000000+0000,true,0.321428571428571,1.05654761904762,true,0.0,0.0,0.142857142857143,0.0267857142857143,0.151785714285714,1.05654761904762,CDF,0.461309523809524,0,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,2025-04-18,Pass,1.0
CA,United States,Adelanto,92301,10450 Rancho Road,Los Angeles - ERO,Los Angeles Field Office,LOS,CA,United States,Los Angeles,90012,300 North Los Angeles St. Room 7631,"Los Angeles Metropolitan Area (Counties of Los Angeles, Orange, Riverside, San Bernardino), and Central Coast (Counties of Ventura, Santa Barbara and San Luis Obispo)",LosAngeles.Outreach@ice.dhs.gov,(213) 830-7911,https://www.ice.gov/sites/default/files/images/detention/desertView.png,DESERT VIEW ANNEX,"","","",https://www.openstreetmap.org/?mlat=34.5838077&mlon=-117.4082453&zoom=15,34.5838077,-117.4082453,2025-09-08T05:14:54.000000+0000,true,128.482142857143,292.98511904762,false,0.0773809523809524,0.226190476190476,11.797619047619,7.82142857142857,11.6309523809524,390.520833333333,CDF,257.851190476191,480,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,2025-02-27,Pass,43.0902980713033
MI,United States,Battle Creek,49014,185 EAST MICHIGAN AVENUE,Detroit - ERO,Detroit Field Office,DET,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,(313) 771-6601,https://www.ice.gov/sites/default/files/images/detention/calhomi.jpg,CALHOUN COUNTY CORRECTIONAL CENTER,"",https://en.wikipedia.org/wiki/West_Virginia_Division_of_Corrections_and_Rehabilitation,"",https://www.openstreetmap.org/?mlat=42.3192548&mlon=-85.1824269&zoom=15,42.3192548,-85.1824269,2025-03-24T08:20:35.000000+0000,true,47.3690476190476,92.3482142857142,true,3.75,14.4672619047619,9.52380952380952,5.32738095238095,12.9345238095238,130.148809523809,IGSA,133.866071428571,75,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Inter-governmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,2024-04-11,Pass,39.7835294117647
VA,United States,Bowling Green,22427,11093 SW LEWIS MEMORIAL DRIVE,Chantilly - ERO,Washington Field Office,WAS,VA,United States,Chantilly,20598-5216,14797 Murdock Street Mail Stop 5216,"",Washington.Outreach@ice.dhs.gov,(703) 633-2100,https://www.ice.gov/sites/default/files/images/detention/PCRJBVA_0.jpg,CAROLINE DETENTION FACILITY,"",https://en.wikipedia.org/wiki/Richard_J._Donovan_Correctional_Facility,"",https://www.openstreetmap.org/?mlat=38.0498524&mlon=-77.3469994&zoom=15,38.0498524,-77.3469994,2025-02-10T10:46:14.000000+0000,true,128.654761904762,157.645833333333,true,8.25,5.79761904761906,31.2916666666667,11.3928571428571,12.9107142857143,244.752976190477,DIGSA,205.321428571429,224,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Inter-governmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,2025-04-17,Pass,47.5293506493506
